employee_id,name,email,age,department,job_role,years_at_company,last_promotion_years,performance_rating,satisfaction_level,training_hours,monthly_income,attrition
EMP1234,Michelle Ho,laurahicks@example.org,25,Operations,Marketing Manager,19,10,5,0.5322602133390402,7,147691,0
EMP1235,Dr. Cynthia Snyder,angela57@example.net,51,Data Science,Data Scientist,16,3,4,0.5224810405161183,6,126139,0
EMP1236,Stephen Jones,ukey@example.com,31,Finance,Marketing Manager,30,6,3,0.7934072581478373,60,111441,0
EMP1237,Patricia Morrow,martinezlogan@example.org,57,Sales,Sales Representative,21,6,4,0.3735096830383876,44,105673,0
EMP1238,Michael Cooper,katrinaanderson@example.net,34,Finance,HR Manager,21,4,4,0.22807977194893247,8,123401,0
EMP1239,Amy Martinez,kevinmartin@example.net,29,Operations,Operations Manager,16,9,3,0.30206050183479505,23,132826,1
EMP1240,Travis Stone,meghan43@example.net,57,Sales,Financial Analyst,9,8,2,0.623859324676573,96,122174,0
EMP1241,Denise Weber,shawgary@example.net,56,Sales,Data Scientist,0,0,3,0.09571455552016173,47,113388,0
EMP1242,Matthew Le,megan90@example.org,36,Product,Sales Representative,6,2,3,0.39090599590551467,56,64421,0
EMP1243,Travis Wise,debra96@example.net,46,Data Science,Operations Manager,2,2,4,0.4043187681042921,38,109754,0
EMP1244,Kathleen Burton,dawn47@example.org,60,Operations,Sales Representative,13,2,4,0.3372271327554204,31,115532,0
EMP1245,Melinda Evans,barkereric@example.com,57,Operations,Marketing Manager,0,0,3,0.4011879140389827,96,55106,0
EMP1246,Mr. Lawrence Edwards,jessica56@example.org,27,Engineering,Financial Analyst,3,0,3,0.0676125635922149,4,119011,0
EMP1247,Kayla Rodriguez,stevenadams@example.org,48,Operations,Marketing Manager,7,5,3,0.6801319311034514,43,104113,0
EMP1248,Anthony Dougherty,kwright@example.com,24,HR,HR Manager,1,0,3,0.362944271845992,34,56686,0
EMP1249,Michelle Lee,tyronerobertson@example.com,51,Sales,Operations Manager,21,9,5,0.17530294235765964,30,165910,0
EMP1250,Kathleen Davis,pwagner@example.org,37,Data Science,HR Manager,29,8,4,0.0012366797594094425,15,128103,1
EMP1251,Amber Campbell,amitchell@example.org,41,Product,Operations Manager,29,6,3,0.15241601333041743,4,165711,1
EMP1252,Stephen Luna,zdiaz@example.org,65,Engineering,Software Engineer,29,4,2,0.25704726643207987,71,102895,0
EMP1253,Chloe Tran,hughesshannon@example.net,54,Marketing,Operations Manager,11,5,2,0.06310903307915017,35,67782,1
EMP1254,William Becker,andersoncolin@example.com,23,Engineering,Marketing Manager,1,0,3,0.5097242467516981,66,85067,0
EMP1255,Gina Mcmillan,jameshicks@example.net,44,Data Science,Sales Representative,17,6,2,0.7862759567570945,14,78437,0
EMP1256,Andrew Reeves,jstone@example.net,58,Sales,Data Scientist,11,0,2,0.8174497084911916,34,122631,0
EMP1257,Brenda Velazquez,francisco94@example.net,63,HR,HR Manager,5,2,4,0.3046791390980408,72,84226,0
EMP1258,Ronald Patel,thomas05@example.com,23,Product,Data Scientist,2,1,5,0.5730414289308493,9,64656,0
EMP1259,Veronica Silva,carlsonjoseph@example.net,23,Engineering,Marketing Manager,21,0,5,0.4870619188189359,79,134685,0
EMP1260,Paula Lane,silvageorge@example.net,24,Product,Software Engineer,5,0,4,0.12176191112527479,20,77347,0
EMP1261,Patricia James,anthonyvaughan@example.org,46,Finance,Sales Representative,12,3,3,0.10566468426174391,5,87268,0
EMP1262,Jeremy Barnes,avaughn@example.net,64,HR,Data Scientist,27,6,2,0.06134962711066816,82,136913,1
EMP1263,Tami Salas,thorntonapril@example.net,31,Engineering,Data Scientist,29,10,4,0.6194977514075877,78,133032,0
EMP1264,Matthew Fox,sue78@example.com,44,Product,Software Engineer,2,0,2,0.30327514756759555,6,67291,0
EMP1265,Megan Dillon,chelsea33@example.com,54,Sales,Sales Representative,6,0,3,0.22080262978563914,92,69411,0
EMP1266,Courtney Dudley,kellie37@example.com,59,Finance,Data Scientist,30,4,4,0.4497846488213225,98,136715,0
EMP1267,Justin Michael,keith98@example.com,43,HR,Financial Analyst,4,4,4,0.011031264428647214,1,121037,0
EMP1268,Jennifer Reed,kellyroberts@example.net,48,Marketing,HR Manager,5,4,4,0.13710970572899905,38,120428,0
EMP1269,Thomas Douglas,ilewis@example.com,42,Data Science,Data Scientist,12,4,2,0.06461667984408614,31,64163,1
EMP1270,Melissa Taylor,johnsantiago@example.net,38,Product,Software Engineer,27,10,3,0.844357082739616,54,128300,0
EMP1271,David Garcia,jennifer12@example.org,47,HR,Sales Representative,1,1,3,0.6517106479109683,98,61056,0
EMP1272,Vanessa Moore,mwoods@example.com,50,Sales,Marketing Manager,5,1,4,0.8920846889402344,63,92784,0
EMP1273,Matthew Velez,pearsonjesse@example.net,30,Engineering,Software Engineer,1,1,2,0.2793677139347164,57,70671,0
EMP1274,Taylor Gentry,robertmonroe@example.org,61,Marketing,Sales Representative,10,6,4,0.8951177407065364,71,93472,0
EMP1275,Jennifer Simpson DVM,nancy04@example.net,36,Engineering,Sales Representative,22,7,4,0.10569347990627409,43,157936,1
EMP1276,Tanya Rogers,ihays@example.net,44,Marketing,Operations Manager,12,7,2,0.7163233880626823,50,80531,0
EMP1277,Todd Rosales MD,lisarivera@example.net,42,Operations,Data Scientist,30,3,3,0.7746535311811819,6,169027,0
EMP1278,David Lopez,krystal93@example.org,64,Data Science,Marketing Manager,4,1,1,0.08217166747642735,91,66888,1
EMP1279,Margaret Sullivan,frobertson@example.com,52,Operations,Operations Manager,7,0,5,0.6673503980464284,66,119979,0
EMP1280,Cathy Taylor,shari04@example.com,25,HR,Software Engineer,8,8,3,0.041951223431636264,9,95964,1
EMP1281,Paul Finley,brandi90@example.com,57,Sales,Product Manager,7,1,4,0.5824226582072465,94,133519,0
EMP1282,Melissa Brown,marshallerik@example.net,53,Operations,Sales Representative,1,0,1,0.11080796217980704,17,63806,0
EMP1283,Stephanie Padilla,hannah45@example.net,30,Engineering,Operations Manager,26,9,4,0.9430758377447076,29,116291,0
EMP1284,Tyler Mendoza,madkins@example.com,42,Sales,Operations Manager,18,0,4,0.28590678923916013,31,134758,0
EMP1285,Joshua Ruiz,kathleenbecker@example.net,60,Engineering,Sales Representative,8,1,4,0.22106337145372845,7,89911,0
EMP1286,Angela Griffin,christian91@example.org,28,Finance,Sales Representative,10,5,4,0.26933129830202507,91,118908,0
EMP1287,Stephanie Harris,franklinbond@example.com,39,Data Science,Marketing Manager,20,3,4,0.2135113663106719,22,110567,0
EMP1288,Daniel Aguilar,nolansean@example.org,65,Marketing,HR Manager,10,4,3,0.50836054691628,62,83037,0
EMP1289,Jose Bryant,hansenemily@example.com,40,Finance,Marketing Manager,29,6,3,0.877138441511404,100,132806,0
EMP1290,Jennifer Velasquez,bethwilliams@example.com,29,Data Science,Data Scientist,15,7,3,0.7264617151130048,64,113787,0
EMP1291,Kimberly Brown,andersenthomas@example.com,61,Product,Operations Manager,9,1,3,0.5550849493022862,45,88498,0
EMP1292,Randy Cannon,ybrooks@example.com,23,Engineering,Operations Manager,12,8,3,0.005229613542912737,89,79805,1
EMP1293,Susan Bennett,desireebailey@example.org,33,Engineering,HR Manager,13,8,5,0.3679407513020845,74,117751,0
EMP1294,Jenna Anderson DVM,avilatiffany@example.com,52,Finance,HR Manager,23,2,5,0.36830953050684834,3,119313,0
EMP1295,Kimberly Patel,johnreed@example.com,45,HR,Product Manager,25,4,4,0.0018798835249106416,20,164429,0
EMP1296,Shaun Cannon,pachecorobert@example.org,25,Sales,Software Engineer,12,3,3,0.8742624706102378,92,138122,0
EMP1297,Austin Wheeler,tharper@example.org,45,Marketing,Operations Manager,25,6,4,0.05280396046852809,23,165697,1
EMP1298,Andrew Gonzales,karenparsons@example.org,51,Data Science,Product Manager,30,2,3,0.07705827913433116,21,154815,0
EMP1299,Donna Cabrera,barbara53@example.com,33,HR,Data Scientist,5,4,4,0.5172690564416094,47,65469,0
EMP1300,Victoria Boyd,dturner@example.net,54,Data Science,Financial Analyst,19,0,3,0.7356631142391898,74,99184,0
EMP1301,Sheryl Buck,dpeters@example.com,54,Engineering,HR Manager,3,3,4,0.11833619092338732,69,86254,0
EMP1302,Megan Floyd,heather62@example.com,35,Sales,Product Manager,6,0,5,0.2029363675749022,60,75329,0
EMP1303,Paul Wells,kevinzimmerman@example.com,24,Marketing,Product Manager,16,5,3,0.5180787662388154,50,100284,0
EMP1304,Kristina Faulkner,paulscott@example.com,40,Data Science,Product Manager,13,9,4,0.8419335667918086,36,118963,0
EMP1305,Tammy Boone,nicholsmaria@example.org,42,Data Science,Operations Manager,4,3,2,0.08060151375712465,38,53105,1
EMP1306,Michael Morrison,lopezkathleen@example.net,56,Engineering,Operations Manager,24,3,4,0.15890816766935356,59,105531,0
EMP1307,Claire Clark,kevin03@example.org,52,Sales,Operations Manager,24,3,1,0.282745689578762,29,92557,1
EMP1308,Autumn Key,srocha@example.net,49,Finance,Product Manager,22,7,5,0.3712070938899983,94,108833,0
EMP1309,Jennifer Allen,kimberly67@example.net,46,Marketing,HR Manager,11,8,3,0.03361360018328263,83,107785,1
EMP1310,Elizabeth Ward,zowens@example.net,64,Engineering,Marketing Manager,3,1,3,0.3473433262588427,14,65289,0
EMP1311,Ryan Rocha,lawrence09@example.org,53,Operations,Product Manager,19,7,3,0.9368224620330918,41,85539,0
EMP1312,Alexis Tran,mphillips@example.com,35,Engineering,Marketing Manager,25,4,3,0.6541746014740745,89,121928,0
EMP1313,Kelly Sanchez,jonathan77@example.com,40,Product,Software Engineer,20,8,2,0.022035160297504186,67,95352,1
EMP1314,Robert Jackson,iwhite@example.net,28,HR,Financial Analyst,0,0,3,0.11476887186921747,97,68481,0
EMP1315,Kelly Combs,landryelizabeth@example.org,64,Engineering,Financial Analyst,21,0,3,0.08172534574677826,69,156184,0
EMP1316,Ryan Hall,albertwagner@example.com,31,Marketing,Marketing Manager,1,1,4,0.6690223373291083,97,64924,0
EMP1317,Mark Peck,bhopkins@example.org,60,HR,Sales Representative,23,7,2,0.3559733737948527,98,153263,1
EMP1318,Jennifer Smith,amanda40@example.net,53,Finance,Marketing Manager,19,9,3,0.756751505688635,85,88774,0
EMP1319,Megan Drake,danieldavis@example.org,61,Marketing,Financial Analyst,21,3,4,0.23879621138153928,39,110489,0
EMP1320,Manuel King,joseph61@example.com,49,Data Science,Software Engineer,30,1,2,0.46393137681233276,71,123648,0
EMP1321,Judy Sanchez,kevinclayton@example.org,63,Sales,Product Manager,5,3,3,0.3973813904853165,42,87658,0
EMP1322,Shannon Malone,sullivannicholas@example.com,26,Product,Product Manager,23,9,2,0.35667097414176474,40,143828,1
EMP1323,Adam Jackson,pbruce@example.com,42,Operations,Financial Analyst,8,7,3,0.44760294032021697,69,98711,0
EMP1324,Shannon Davis,hallrachel@example.net,24,Marketing,Product Manager,26,1,2,0.507051103865441,91,157031,0
EMP1325,Karen Williams,cohenjuan@example.net,58,Operations,Sales Representative,15,10,3,0.7985932723827512,18,77591,0
EMP1326,Amanda Mcfarland,alexis39@example.org,30,Sales,Product Manager,13,6,5,0.4177609792750997,20,137481,0
EMP1327,Michelle Sanders,evansanne@example.net,25,Sales,HR Manager,25,10,2,0.01260751997575904,24,145426,1
EMP1328,Jasmine Mosley,patrick21@example.net,54,Sales,Software Engineer,19,1,3,0.3790271262190974,98,98036,0
EMP1329,Haley Davis,marypeterson@example.net,49,Marketing,Software Engineer,19,5,3,0.7102427986233115,43,113090,0
EMP1330,Jennifer Ayala,walterskristen@example.com,23,Finance,Sales Representative,11,8,3,0.4942124472502999,2,67587,0
EMP1331,Henry Pugh MD,nmiller@example.com,49,HR,Data Scientist,15,4,2,0.08717946783183117,32,95556,1
EMP1332,Michelle Miller,normanbowers@example.org,56,Sales,Data Scientist,8,2,3,0.7488263369633065,56,102855,0
EMP1333,Emily Rodriguez,hahnsean@example.com,43,Engineering,Marketing Manager,11,10,4,0.2539748745720247,32,130067,1
EMP1334,Brandon Jordan,fgarcia@example.com,37,Data Science,Data Scientist,2,2,2,0.8557372589057863,0,65447,0
EMP1335,Linda Mueller,asmith@example.com,44,Operations,Financial Analyst,2,1,3,0.3053106766967313,62,58528,0
EMP1336,Misty Hansen,ashleyjackson@example.com,35,Sales,Sales Representative,16,6,4,0.059093890078253275,78,92449,1
EMP1337,Derrick Adams,bryanhamilton@example.com,54,HR,Product Manager,26,6,2,0.3897593874264921,45,94597,1
EMP1338,Richard Ward,jennifersimpson@example.net,35,Sales,Marketing Manager,7,5,3,0.9768003285106593,77,81010,0
EMP1339,Brian Torres,ncook@example.com,41,Engineering,Software Engineer,7,7,1,0.9662434107067982,21,67351,0
EMP1340,Erin Cook,kevinmorrison@example.net,40,HR,Product Manager,2,1,4,0.8394609095007669,44,102454,0
EMP1341,Ernest Oconnell,kelly79@example.org,35,Finance,Software Engineer,26,6,3,0.6350891059097188,13,147085,0
EMP1342,Douglas Hartman,daniel93@example.net,57,Operations,Software Engineer,29,8,1,0.46876796546450583,88,139733,1
EMP1343,Catherine Saunders MD,nhahn@example.com,32,Marketing,Product Manager,8,8,1,0.9028949951919872,7,65849,0
EMP1344,Sandra Jones,ichambers@example.net,62,Marketing,HR Manager,21,8,5,0.6261761715931382,15,132292,0
EMP1345,David Moore,emccormick@example.com,51,Sales,Product Manager,10,1,3,0.6588250701400705,47,123643,0
EMP1346,Karen Morales DDS,ystephens@example.com,58,Product,Sales Representative,0,0,4,0.5252397575201602,8,96403,0
EMP1347,Robin Wheeler,rodriguezjohn@example.net,56,Engineering,Data Scientist,23,0,1,0.6944504561307088,39,87581,0
EMP1348,Matthew Williams,vrasmussen@example.com,33,HR,Financial Analyst,14,8,3,0.16482467534676204,21,87567,1
EMP1349,Brett Walker,seanmyers@example.net,42,Product,HR Manager,19,8,4,0.23743346837480628,70,131355,1
EMP1350,Kathryn Cooper,webbkenneth@example.org,49,Sales,HR Manager,11,2,4,0.9505310525862035,33,83190,0
EMP1351,Todd Thomas,matthew38@example.com,62,Engineering,Operations Manager,22,5,2,0.254391580841847,16,90716,1
EMP1352,Brent Bowen,tflores@example.org,33,HR,Data Scientist,26,7,3,0.469641774680709,56,139604,0
EMP1353,Ashley Sweeney,byrdfrank@example.net,56,Operations,HR Manager,2,0,3,0.5908674412710415,60,103245,0
EMP1354,Christopher Moore,omullen@example.com,29,Product,Sales Representative,27,0,3,0.8025856795798129,48,116087,0
EMP1355,Charlotte Sandoval,njohnson@example.org,63,Product,HR Manager,29,8,3,0.08709276679577149,40,136623,1
EMP1356,Jeffrey Smith,jamiegoodwin@example.org,42,Product,Product Manager,6,6,4,0.49354658034011867,10,83386,0
EMP1357,Rebecca Herrera,mark71@example.com,34,Finance,HR Manager,12,0,3,0.7298603088484784,71,129348,0
EMP1358,Katherine Church,candice96@example.net,33,Marketing,Operations Manager,0,0,4,0.9550605114849889,68,87383,0
EMP1359,Harold Ellis,lisamccarthy@example.com,46,Product,HR Manager,22,6,1,0.8715977272882306,17,148569,0
EMP1360,Leslie Powers,david41@example.org,25,HR,Software Engineer,30,3,3,0.12102500048519305,27,121715,0
EMP1361,Charles Price,baileyhenderson@example.com,36,Engineering,Financial Analyst,1,0,4,0.646450090124607,50,62058,0
EMP1362,Melissa Brewer,angelaburns@example.org,34,Data Science,HR Manager,17,2,5,0.6125734683448192,27,106154,0
EMP1363,Ryan Harvey,stephanie72@example.org,41,HR,Product Manager,20,1,3,0.829017732545491,93,107785,0
EMP1364,Tracey Wagner,fortiz@example.com,38,Engineering,HR Manager,11,2,3,0.08439238054454234,78,98705,0
EMP1365,Jill Jackson,flynnjeffrey@example.org,58,Marketing,HR Manager,16,8,4,0.6522916485919397,27,92516,0
EMP1366,Joshua Jackson,xcunningham@example.com,64,Data Science,Sales Representative,2,0,3,0.3063134987782127,29,85027,0
EMP1367,Ashley Wilson,amber07@example.net,65,Data Science,Operations Manager,2,2,4,0.9166352358412073,62,69434,0
EMP1368,Jeffery Fitzgerald,kennethkidd@example.com,53,Data Science,Product Manager,24,5,4,0.6884050184921369,38,138603,0
EMP1369,Scott Miller,rowejoel@example.net,58,Finance,Sales Representative,4,0,3,0.15445974722332378,28,93379,0
EMP1370,Heather Page,imartin@example.org,39,Sales,Product Manager,10,10,3,0.3112174950633936,37,73767,1
EMP1371,Renee Hudson,candice25@example.net,26,Operations,Data Scientist,15,3,3,0.5596884448379399,30,123515,0
EMP1372,Kenneth Farley,taylorkaren@example.com,26,HR,Operations Manager,23,10,3,0.13578904706393713,25,98597,1
EMP1373,Wendy Camacho,jacquelineanderson@example.org,64,Operations,Product Manager,9,2,1,0.7562136139501768,14,106161,0
EMP1374,Sandra Juarez,kburns@example.net,58,Data Science,Marketing Manager,4,1,3,0.4740064284831559,5,83403,0
EMP1375,Jason Hayes,powellkara@example.net,39,Sales,Software Engineer,16,10,5,0.38948189490242036,95,129261,0
EMP1376,Jackie Clements,brandi17@example.net,25,Marketing,Marketing Manager,8,0,3,0.16833695591913023,52,66498,0
EMP1377,Heather Brown,brobinson@example.org,44,Product,Product Manager,9,1,3,0.19462383670487193,84,106949,0
EMP1378,Frank Campbell MD,ashleewashington@example.com,65,Marketing,Sales Representative,10,6,3,0.1652420504426032,62,90879,1
EMP1379,Pamela Williams,ksmith@example.com,56,Marketing,Financial Analyst,1,0,3,0.7823883294600873,98,67219,0
EMP1380,William Patterson,nicoleturner@example.com,39,Operations,HR Manager,24,7,4,0.20131210782243325,84,116951,0
EMP1381,Isaac Miller,brettgarrett@example.net,49,Marketing,Software Engineer,4,3,5,0.13237237903497245,90,64140,0
EMP1382,Cynthia Rios,smiththomas@example.org,55,Product,HR Manager,12,5,2,0.790509794274885,91,71684,0
EMP1383,Kelly Wallace,dominguezlisa@example.com,38,Operations,Sales Representative,8,5,2,0.4626756050653935,47,116011,0
EMP1384,Karen Perez,crosscurtis@example.com,65,Sales,Operations Manager,5,1,3,0.5224441454054645,61,57454,0
EMP1385,Edwin Reyes,darlenebyrd@example.org,36,Product,Product Manager,24,2,3,0.8655771456245522,77,162338,0
EMP1386,Alejandra Santos,nbell@example.net,39,Sales,Product Manager,14,3,4,0.4764833837782927,72,86016,0
EMP1387,Tamara Jensen,fheath@example.org,38,Engineering,Software Engineer,7,2,3,0.2560475651049543,68,84518,0
EMP1388,Bryce Blair,sylvia52@example.org,52,Finance,Operations Manager,17,5,4,0.7227069576982285,53,103337,0
EMP1389,Bradley Tran,kimberly04@example.org,63,Operations,HR Manager,20,1,3,0.7330511898599934,29,141622,0
EMP1390,Katrina Adkins,debbie37@example.com,56,Product,Data Scientist,7,1,4,0.29461939634619316,6,76866,0
EMP1391,Jonathan Wheeler,hatfieldsarah@example.org,22,Sales,Software Engineer,4,0,2,0.00566581452956727,7,56068,0
EMP1392,Ryan Fisher,kathrynbest@example.org,30,Finance,Software Engineer,3,2,4,0.08860471396967906,8,77281,0
EMP1393,Austin Baker,livingstonstacy@example.com,35,Operations,Sales Representative,29,5,3,0.5491303362771727,13,135955,0
EMP1394,Lori Mason,zhenderson@example.org,34,Marketing,Operations Manager,1,0,5,0.5225765993367452,15,116766,0
EMP1395,Kimberly Hernandez,collinswilliam@example.org,55,Data Science,Sales Representative,15,5,2,0.07290183536790351,12,133671,1
EMP1396,Brittney Murphy,collinssamuel@example.org,52,Sales,Data Scientist,6,2,4,0.9292280536318539,54,120394,0
EMP1397,Brandon Hamilton,dsalazar@example.com,50,Finance,Marketing Manager,6,0,3,0.21927396192387572,12,91324,0
EMP1398,Mary Thompson,zimmermanjacqueline@example.org,40,Marketing,Product Manager,24,8,2,0.8886590802653986,22,126333,0
EMP1399,Gregory Holmes PhD,gary24@example.net,31,Data Science,Sales Representative,7,5,2,0.6826172212234024,13,85921,0
EMP1400,Patricia Johnson,enelson@example.com,49,HR,Sales Representative,20,7,3,0.5632889309538147,3,141378,0
EMP1401,Laura Jones,ddixon@example.com,44,Operations,Data Scientist,11,6,2,0.8819921697216359,97,110766,0
EMP1402,Carol Moore,shannonemily@example.org,32,Engineering,Sales Representative,16,8,1,0.5111291392372298,25,117961,1
EMP1403,Jordan Williams,sanchezthomas@example.com,53,HR,HR Manager,16,6,3,0.4669679999636107,5,132103,0
EMP1404,Cassidy Horne,tranrobin@example.net,50,Sales,Product Manager,24,0,2,0.5649843576752536,33,93571,0
EMP1405,Courtney Wright,joseph19@example.com,57,Data Science,Financial Analyst,18,2,5,0.37731805396319285,75,123441,0
EMP1406,Michael Williams,lindajarvis@example.com,44,Data Science,Marketing Manager,0,0,5,0.8442487024058184,54,67180,0
EMP1407,John Campbell,mark87@example.org,64,Marketing,Marketing Manager,0,0,3,0.12960065119544195,67,99040,0
EMP1408,Eddie Mueller,stevenvargas@example.com,51,Engineering,Marketing Manager,19,2,4,0.9994662482156307,16,105508,0
EMP1409,Dr. Morgan Payne PhD,adamortiz@example.org,60,Sales,Operations Manager,8,2,3,0.20888272400516372,77,66355,0
EMP1410,Makayla Steele,tapiaaaron@example.net,62,Sales,Financial Analyst,8,1,3,0.41579750068745014,1,90320,0
EMP1411,Oscar Parker,alyssaallen@example.com,30,HR,Product Manager,21,7,4,0.7962405955628543,86,149505,0
EMP1412,Valerie Thomas,christopher38@example.com,30,Operations,Operations Manager,6,3,4,0.31562734376335,43,78923,0
EMP1413,Jacqueline Villegas,carpenterwilliam@example.net,61,HR,HR Manager,0,0,4,0.28740959646557973,98,76672,0
EMP1414,Angela Bradley,ibates@example.org,31,Marketing,Sales Representative,14,4,4,0.24188888355414595,23,114609,0
EMP1415,Samuel Howe,vhaynes@example.com,43,Engineering,Sales Representative,13,9,1,0.736200425060762,16,97021,1
EMP1416,Dillon Jones,derekcarrillo@example.org,45,Marketing,Product Manager,24,3,1,0.3976475795920361,64,103307,0
EMP1417,Christopher Owens,wmartinez@example.org,49,Operations,Financial Analyst,16,7,2,0.8571295598562823,52,123374,0
EMP1418,John Phelps,mooregina@example.net,51,Engineering,Data Scientist,4,4,3,0.7390265577879587,6,104955,0
EMP1419,Amanda Huff,eddie35@example.com,33,Operations,Operations Manager,10,4,4,0.9741944438163571,50,90936,0
EMP1420,Megan Green,anthonysullivan@example.com,53,Product,Operations Manager,0,0,4,0.291144247785179,44,112522,0
EMP1421,Krista Davis,laradonald@example.org,25,Operations,Product Manager,28,8,5,0.603291805714943,76,144870,0
EMP1422,Richard Walker,madisonwatson@example.net,44,Sales,Data Scientist,3,1,5,0.23915877778224304,55,122215,0
EMP1423,Angela Willis,johnsoncaleb@example.net,49,HR,Software Engineer,16,10,4,0.6197345714330892,56,114793,0
EMP1424,Carl Stein,david70@example.org,46,Data Science,Product Manager,12,2,2,0.8111237699334709,67,118254,0
EMP1425,Jessica Ramsey,rjohnson@example.com,52,Sales,Product Manager,10,0,3,0.9174858431319902,87,88989,0
EMP1426,Daniel Lopez,sean20@example.net,52,Engineering,HR Manager,17,9,2,0.007841590771916818,51,121562,1
EMP1427,Danielle Phillips,eandrade@example.org,54,Data Science,HR Manager,26,1,3,0.5006035711547075,20,124076,0
EMP1428,James Barnes,crystalpham@example.org,27,HR,HR Manager,21,1,3,0.18030793542277812,94,154293,0
EMP1429,Rachael Howard DDS,kcooper@example.net,24,HR,HR Manager,28,7,3,0.04997902865967874,32,125272,1
EMP1430,Devin Johnson,anthonycochran@example.com,32,Marketing,Data Scientist,10,5,2,0.6365386467533544,47,75449,0
EMP1431,William Moreno,terrigarcia@example.net,33,Product,Marketing Manager,24,1,3,0.07308156202701499,81,123873,0
EMP1432,Joseph Moody,gallagherstacie@example.net,27,Sales,Sales Representative,18,10,3,0.6983111572275728,42,105820,0
EMP1433,Rebecca Kelly,gregorywatkins@example.net,37,Data Science,Data Scientist,22,7,2,0.47690010646797,95,94211,0
EMP1434,Suzanne Johnson,stacey92@example.net,51,Engineering,Product Manager,6,0,2,0.5650853124527563,85,107388,0
EMP1435,Sara Cochran,lweaver@example.com,43,Sales,Software Engineer,4,1,4,0.3769855419262801,27,94777,0
EMP1436,Anthony Guzman,foxaaron@example.net,64,Marketing,Operations Manager,9,7,4,0.7288614422699469,90,95413,0
EMP1437,Carlos Love,brian29@example.net,58,Product,Software Engineer,28,2,4,0.0004427814372078842,99,129816,0
EMP1438,Patricia Mathis,susan56@example.net,48,Data Science,Product Manager,0,0,1,0.761007923495392,66,44171,0
EMP1439,Eric Taylor,jessicakim@example.net,41,Marketing,HR Manager,2,2,5,0.5771225860383208,77,112521,0
EMP1440,Marie Thompson,jeffrey92@example.com,50,Sales,Marketing Manager,26,1,4,0.2403989128935069,57,126729,0
EMP1441,Michael Anderson,rushstacy@example.com,41,Sales,Financial Analyst,9,8,1,0.03601881829142639,16,117789,1
EMP1442,Patricia Bradley,carriemccall@example.net,55,Operations,Marketing Manager,8,3,3,0.4366141897687661,50,110812,0
EMP1443,Keith Zuniga,markmiller@example.com,56,Sales,Data Scientist,18,2,2,0.43010287652980006,70,121607,0
EMP1444,Mrs. Stacey Davis,sean43@example.org,26,Marketing,HR Manager,3,2,3,0.4975398521461022,92,90464,0
EMP1445,Hayley Buchanan,williamssamuel@example.com,40,Operations,Financial Analyst,13,8,3,0.29524180248964216,98,117976,1
EMP1446,Stacey Snyder,ybell@example.org,24,Finance,Operations Manager,26,7,1,0.7267492241681967,92,106991,0
EMP1447,Rachel Lane,franciscojones@example.org,45,Data Science,Sales Representative,2,1,4,0.5390945527360087,22,97884,0
EMP1448,Fernando Lynn,petersonpamela@example.org,26,Finance,HR Manager,20,8,1,0.4165658284822922,53,109148,1
EMP1449,Kimberly Villanueva,morgantricia@example.com,31,Operations,Financial Analyst,6,5,1,0.4374819266082097,50,69318,1
EMP1450,Jessica Valdez,gmoore@example.com,25,Sales,Sales Representative,5,2,4,0.7418963269587151,68,82412,0
EMP1451,Colton Terry,donna43@example.org,44,Data Science,Data Scientist,29,4,4,0.816779466505636,77,115214,0
EMP1452,Kenneth Larsen,briansmith@example.org,57,Finance,Operations Manager,23,5,3,0.5906378339946378,15,136046,0
EMP1453,Matthew Greene,collinclark@example.net,52,Data Science,Data Scientist,26,1,4,0.5837727805141116,10,171087,0
EMP1454,Bradley Anthony,kristen77@example.net,31,HR,Software Engineer,16,3,5,0.6321594991864574,20,98108,0
EMP1455,Martin Hughes,nicole52@example.com,59,Engineering,Software Engineer,30,8,2,0.9724199990401033,87,120583,0
EMP1456,Jeremiah Baker,anne21@example.org,36,Operations,Financial Analyst,26,5,5,0.6945954272532854,38,140276,0
EMP1457,Rhonda Gutierrez,angelarandall@example.net,38,Data Science,Product Manager,8,8,3,0.3356104542698427,51,96060,1
EMP1458,Joseph Camacho,parmstrong@example.com,24,Engineering,Financial Analyst,16,6,3,0.3119840203264185,89,121814,0
EMP1459,James Nash,shawrachel@example.net,57,Operations,Operations Manager,3,1,1,0.7821712630912462,34,59919,0
EMP1460,Lisa Martinez,kthompson@example.org,35,Data Science,Software Engineer,13,1,3,0.23497340499595276,58,127184,0
EMP1461,Beth Henderson,oharris@example.org,54,Engineering,Operations Manager,18,4,3,0.7184539473225501,5,148391,0
EMP1462,Deanna Bartlett,millerangela@example.net,56,Product,Sales Representative,15,10,4,0.8087899845635385,94,96835,0
EMP1463,Donald Ellis,buchanancindy@example.net,65,Finance,Data Scientist,23,5,4,0.7966813971913723,6,107889,0
EMP1464,Ashley Hernandez,buckleyanna@example.org,37,Finance,Product Manager,18,1,3,0.16281504967686378,96,81112,0
EMP1465,Sharon Beard,pbaker@example.com,33,HR,Marketing Manager,10,4,3,0.6212924490496101,96,75808,0
EMP1466,Kara Jackson,mthomas@example.net,49,HR,Marketing Manager,21,7,4,0.285758324592706,18,118049,0
EMP1467,Amanda Preston,hannah07@example.com,51,Finance,Financial Analyst,3,0,4,0.6714791486672069,78,101270,0
